CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
030299|Natural Resources Management and Policy, Other|No substantive changes|no|030299|Natural Resources Management and Policy, Other
0303|Fishing and Fisheries Sciences and Management|No substantive changes|no|0303|Fishing and Fisheries Sciences and Management
030301|Fishing and Fisheries Sciences and Management|No substantive changes|no|030301|Fishing and Fisheries Sciences and Management
0305|Forestry|No substantive changes|no|0305|Forestry
030501|Forestry, General|No substantive changes|no|030501|Forestry, General
030502|Forest Sciences and Biology|No substantive changes|no|030502|Forest Sciences and Biology
030506|Forest Management/Forest Resources Management|No substantive changes|no|030506|Forest Management/Forest Resources Management
030508|Urban Forestry|No substantive changes|no|030508|Urban Forestry
030509|Wood Science and Wood Products/Pulp and Paper Technology|No substantive changes|no|030509|Wood Science and Wood Products/Pulp and Paper Technology
030510|Forest Resources Production and Management|No substantive changes|no|030510|Forest Resources Production and Management
030511|Forest Technology/Technician|No substantive changes|no|030511|Forest Technology/Technician
030599|Forestry, Other|No substantive changes|no|030599|Forestry, Other
0306|Wildlife and Wildlands Science and Management|No substantive changes|no|0306|Wildlife and Wildlands Science and Management
030601|Wildlife and Wildlands Science and Management|No substantive changes|yes|030601|Wildlife, Fish and Wildlands Science and Management
0399|Natural Resources and Conservation, Other|No substantive changes|no|0399|Natural Resources and Conservation, Other
039999|Natural Resources and Conservation, Other|No substantive changes|no|039999|Natural Resources and Conservation, Other
04|ARCHITECTURE AND RELATED SERVICES|No substantive changes|no|04|ARCHITECTURE AND RELATED SERVICES
0402|Architecture|No substantive changes|no|0402|Architecture
040201|Architecture (BArch, BA/BS, MArch, MA/MS, PhD)|No substantive changes|no|040201|Architecture
0403|City/Urban, Community and Regional Planning|No substantive changes|no|0403|City/Urban, Community and Regional Planning
040301|City/Urban, Community and Regional Planning|No substantive changes|no|040301|City/Urban, Community and Regional Planning
0404|Environmental Design|No substantive changes|no|0404|Environmental Design
040401|Environmental Design/Architecture|No substantive changes|no|040401|Environmental Design/Architecture
0405|Interior Architecture|No substantive changes|no|0405|Interior Architecture
040501|Interior Architecture|No substantive changes|no|040501|Interior Architecture
0406|Landscape Architecture|No substantive changes|no|0406|Landscape Architecture
040601|Landscape Architecture (BS, BSLA, BLA, MSLA, MLA, PhD)|No substantive changes|no|040601|Landscape Architecture
0408|Architectural History and Criticism|No substantive changes|no|0408|Architectural History and Criticism
040801|Architectural History and Criticism, General|No substantive changes|no|040801|Architectural History and Criticism, General
0409|Architectural Technology/Technician|No substantive changes|yes|0409|Architectural Sciences and Technology
040901|Architectural Technology/Technician|No substantive changes|no|040901|Architectural Technology/Technician
0499|Architecture and Related Services, Other|No substantive changes|no|0499|Architecture and Related Services, Other
049999|Architecture and Related Services, Other|No substantive changes|no|049999|Architecture and Related Services, Other
05|AREA, ETHNIC, CULTURAL, AND GENDER STUDIES|No substantive changes|yes|05|AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES
0501|Area Studies|No substantive changes|no|0501|Area Studies
050101|African Studies|No substantive changes|no|050101|African Studies
050102|American/United States Studies/Civilization|No substantive changes|no|050102|American/United States Studies/Civilization
050103|Asian Studies/Civilization|No substantive changes|no|050103|Asian Studies/Civilization
050104|East Asian Studies|No substantive changes|no|050104|East Asian Studies
050105|Central/Middle and Eastern European Studies|No substantive changes|yes|050105|Russian, Central European, East European and Eurasian Studies
050106|European Studies/Civilization|No substantive changes|no|050106|European Studies/Civilization
050107|Latin American Studies|No substantive changes|no|050107|Latin American Studies
050108|Near and Middle Eastern Studies|No substantive changes|no|050108|Near and Middle Eastern Studies
050109|Pacific Area/Pacific Rim Studies|No substantive changes|no|050109|Pacific Area/Pacific Rim Studies
050110|Russian Studies|No substantive changes|no|050110|Russian Studies
050111|Scandinavian Studies|No substantive changes|no|050111|Scandinavian Studies
050112|South Asian Studies|No substantive changes|no|050112|South Asian Studies
050113|Southeast Asian Studies|No substantive changes|no|050113|Southeast Asian Studies
050114|Western European Studies|No substantive changes|no|050114|Western European Studies
050115|Canadian Studies|No substantive changes|no|050115|Canadian Studies
050116|Balkans Studies|No substantive changes|no|050116|Balkans Studies
050117|Baltic Studies|No substantive changes|no|050117|Baltic Studies
050118|Slavic Studies|No substantive changes|no|050118|Slavic Studies
050119|Caribbean Studies|No substantive changes|no|050119|Caribbean Studies
050120|Ural-Altaic and Central Asian Studies|No substantive changes|no|050120|Ural-Altaic and Central Asian Studies
050121|Commonwealth Studies|No substantive changes|no|050121|Commonwealth Studies
050122|Regional Studies (US, Canadian, Foreign)|No substantive changes|no|050122|Regional Studies (US, Canadian, Foreign)
050123|Chinese Studies|No substantive changes|no|050123|Chinese Studies
050124|French Studies|No substantive changes|no|050124|French Studies
050125|German Studies|No substantive changes|no|050125|German Studies
050126|Italian Studies|No substantive changes|no|050126|Italian Studies
050127|Japanese Studies|No substantive changes|no|050127|Japanese Studies
050128|Korean Studies|No substantive changes|no|050128|Korean Studies
050129|Polish Studies|No substantive changes|no|050129|Polish Studies
050130|Spanish and Iberian Studies|No substantive changes|no|050130|Spanish and Iberian Studies
050131|Tibetan Studies|No substantive changes|no|050131|Tibetan Studies
050132|Ukraine Studies|No substantive changes|no|050132|Ukraine Studies
050199|Area Studies, Other|No substantive changes|no|050199|Area Studies, Other
0502|Ethnic, Cultural Minority, and Gender Studies|No substantive changes|yes|0502|Ethnic, Cultural Minority, Gender, and Group Studies
050201|African-American/Black Studies|No substantive changes|no|050201|African-American/Black Studies
050202|American Indian/Native American Studies|No substantive changes|no|050202|American Indian/Native American Studies
050203|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies|No substantive changes|no|050203|Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies
050206|Asian-American Studies|No substantive changes|no|050206|Asian-American Studies
050207|Women's Studies|No substantive changes|no|050207|Women's Studies
050208|Gay/Lesbian Studies|No substantive changes|no|050208|Gay/Lesbian Studies
050299|Ethnic, Cultural Minority, and Gender Studies, Other|No substantive changes|yes|050299|Ethnic, Cultural Minority, Gender, and Group Studies, Other
0599|Area, Ethnic, Cultural, and Gender Studies, Other|Deleted|no|0599|Deleted, report under 0501, 0502
059999|Area, Ethnic, Cultural, and Gender Studies, Other|Deleted|no|059999|Deleted, report under 0501, 0502
09|COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS|No substantive changes|no|09|COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS
0901|Communication and Media Studies|No substantive changes|no|0901|Communication and Media Studies
090101|Communication Studies/Speech Communication and Rhetoric|No substantive changes|yes|090101|Speech Communication and Rhetoric
090102|Mass Communication/Media Studies|No substantive changes|no|090102|Mass Communication/Media Studies
090199|Communication and Media Studies, Other|No substantive changes|no|090199|Communication and Media Studies, Other
0904|Journalism|No substantive changes|no|0904|Journalism
090401|Journalism|No substantive changes|no|090401|Journalism
090402|Broadcast Journalism|No substantive changes|no|090402|Broadcast Journalism
090404|Photojournalism|No substantive changes|no|090404|Photojournalism
090499|Journalism, Other|No substantive changes|no|090499|Journalism, Other
0907|Radio, Television, and Digital Communication|No substantive changes|no|0907|Radio, Television, and Digital Communication
090701|Radio and Television|No substantive changes|no|090701|Radio and Television
090702|Digital Communication and Media/Multimedia|No substantive changes|yes|090702|Digital Communication and Media/Multimedia
090799|Radio, Television, and Digital Communication, Other|No substantive changes|no|090799|Radio, Television, and Digital Communication, Other
0909|Public Relations, Advertising, and Applied Communication|No substantive changes|no|0909|Public Relations, Advertising, and Applied Communication
090901|Organizational Communication, General|No substantive changes|no|090901|Organizational Communication, General
090902|Public Relations/Image Management|No substantive changes|no|090902|Public Relations/Image Management
090903|Advertising|No substantive changes|no|090903|Advertising
090904|Political Communication|No substantive changes|no|090904|Political Communication
090905|Health Communication|No substantive changes|no|090905|Health Communication
090999|Public Relations, Advertising, and Applied Communication, Other|No substantive changes|no|090999|Public Relations, Advertising, and Applied Communication, Other
0910|Publishing|No substantive changes|no|0910|Publishing
091001|Publishing|No substantive changes|no|091001|Publishing
0999|Communication, Journalism, and Related Programs, Other|No substantive changes|no|0999|Communication, Journalism, and Related Programs, Other
099999|Communication, Journalism, and Related Programs, Other|No substantive changes|no|099999|Communication, Journalism, and Related Programs, Other
10|COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES|No substantive changes|no|10|COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES
1001|Communications Technology/Technician|No substantive changes|no|1001|Communications Technology/Technician
100105|Communications Technology/Technician|No substantive changes|no|100105|Communications Technology/Technician
1002|Audiovisual Communications Technologies/Technicians|No substantive changes|no|1002|Audiovisual Communications Technologies/Technicians
100201|Photographic and Film/Video Technology/Technician and Assistant|No substantive changes|no|100201|Photographic and Film/Video Technology/Technician and Assistant
100202|Radio and Television Broadcasting Technology/Technician|No substantive changes|no|100202|Radio and Television Broadcasting Technology/Technician
100203|Recording Arts Technology/Technician|No substantive changes|no|100203|Recording Arts Technology/Technician
100299|Audiovisual Communications Technologies/Technicians, Other|No substantive changes|no|100299|Audiovisual Communications Technologies/Technicians, Other
1003|Graphic Communications|No substantive changes|no|1003|Graphic Communications
100301|Graphic Communications, General|No substantive changes|no|100301|Graphic Communications, General
100302|Printing Management|No substantive changes|no|100302|Printing Management
100303|Prepress/Desktop Publishing and Digital Imaging Design|No substantive changes|no|100303|Prepress/Desktop Publishing and Digital Imaging Design
100304|Animation, Interactive Technology, Video Graphics and Special Effects|No substantive changes|no|100304|Animation, Interactive Technology, Video Graphics and Special Effects
100305|Graphic and Printing Equipment Operator, General Production|No substantive changes|no|100305|Graphic and Printing Equipment Operator, General Production
100306|Platemaker/Imager|No substantive changes|no|100306|Platemaker/Imager
100307|Printing Press Operator|No substantive changes|no|100307|Printing Press Operator
100308|Computer Typography and Composition Equipment Operator|No substantive changes|no|100308|Computer Typography and Composition Equipment Operator
100399|Graphic Communications, Other|No substantive changes|no|100399|Graphic Communications, Other
1099|Communications Technologies/Technicians and Support Services, Other|No substantive changes|no|1099|Communications Technologies/Technicians and Support Services, Other
109999|Communications Technologies/Technicians and Support Services, Other|No substantive changes|no|109999|Communications Technologies/Technicians and Support Services, Other
11|COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES|No substantive changes|no|11|COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES
1101|Computer and Information Sciences, General |No substantive changes|no|1101|Computer and Information Sciences, General
110101|Computer and Information Sciences, General|No substantive changes|yes|110101|Computer and Information Sciences, General
110102|Artificial Intelligence and Robotics|No substantive changes|yes|110102|Artificial Intelligence
110103|Information Technology|No substantive changes|no|110103|Information Technology
110199|Computer and Information Sciences,  Other|No substantive changes|no|110199|Computer and Information Sciences,  Other
1102|Computer Programming|No substantive changes|no|1102|Computer Programming
110201|Computer Programming/Programmer, General|No substantive changes|no|110201|Computer Programming/Programmer, General
110202|Computer Programming, Specific Applications|No substantive changes|no|110202|Computer Programming, Specific Applications
110203|Computer Programming, Vendor/Product Certification|No substantive changes|no|110203|Computer Programming, Vendor/Product Certification
110299|Computer Programming, Other|No substantive changes|no|110299|Computer Programming, Other
1103|Data Processing|No substantive changes|no|1103|Data Processing
110301|Data Processing and Data Processing Technology/Technician|No substantive changes|no|110301|Data Processing and Data Processing Technology/Technician
