CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
51|512302|Dance Therapy/Therapist.|A program that prepares individuals, in consultation with other rehabilitation team members or in private practice, to use the therapeutic application of creative dance movement to assist in promoting client rehabilitation and physical, emotional, and mental health.  Includes instruction in neuroanatomy, personality development, movement and motor behavior, psychology, dance, creative expression modalities, improvisation, group psychology and leadership, client evaluation and supervision, dance therapy practice, and professional standards and ethics.|51.3601 - Movement Therapy and Movement Education.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512305|Music Therapy/Therapist.|A program that prepares individuals, in association with a rehabilitation team or in private practice, to use music in therapeutic relationships to address the physical, psychological, cognitive, emotional, and social needs of clients. Includes instruction in music theory and performance, human growth and development, biomedical sciences, abnormal psychology, disabling conditions, patient assessment and diagnosis, treatment plan development and implementation, clinical evaluation, record-keeping, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512306|Occupational Therapy/Therapist.|A program that prepares individuals to assist patients limited by physical, cognitive, psychosocial, mental, developmental, and learning disabilities, as well as adverse environmental conditions, to maximize their independence and maintain optimum health through a planned mix of acquired skills, performance motivation, environmental adaptations, assistive technologies, and physical agents.  Includes instruction in the basic medical sciences, psychology, sociology, patient assessment and evaluation, standardized and non-standardized tests and measurements, assistive and rehabilitative technologies, ergonomics, environmental health, special education, vocational counseling, health education and promotion, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512307|Orthotist/Prosthetist.|A program that prepares individuals, in consultation with physicians and other therapists, to design and fit orthoses for patients with disabling conditions of the limbs and/or spine, and prostheses for patients who have partial or total absence of a limb or significant superficial deformity.  Includes instruction in biomechanics, gait analysis, pathomechanics, kinesiology, pathology, neuroanatomy, materials science, diagnostic imaging, patient analysis and measurement, impression taking, model rectification, assistive/restorative technology and engineering applications, product finishing, diagnostic and definitive fitting and alignment, power devices, postoperative management, and patient counseling and follow-up.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512308|Physical Therapy/Therapist.|A program that prepares individuals to evaluate, examine, diagnose, and alleviate physical functional impairments and limitations caused by injury or disease through the design and implementation of therapeutic interventions to promote fitness and health. Includes instruction in anatomy, behavioral sciences, biology, biomechanics, biophysical agents, care plan development and documentation, cellular histology, clinical evaluation and measurement, clinical reasoning, communication, exercise physiology, kinesiology, neuroscience, pharmacology, pathology, physiology, professional standards and ethics, rehabilitation psychology, and therapeutic exercise.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512309|Therapeutic Recreation/Recreational Therapy.|A program that prepares individuals to plan, organize, and direct recreational activities designed to promote health and well-being for patients who are physically, mentally, or emotionally disabled.  Includes instruction in the foundations of therapeutic recreation, leisure education and counseling, program planning, therapeutic recreational modalities, basic anatomy and physiology, psychology, medical terminology, human growth and development, patient observation and evaluation, special needs populations, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512310|Vocational Rehabilitation Counseling/Counselor.|A program that prepares individuals to counsel and assist disabled individuals and recovering patients in order to achieve their greatest physical, mental, social, educational, and vocational potential. Includes instruction in patient evaluation and testing, rehabilitation program planning, patient support services and referral, job analysis, adjustment psychology, rehabilitation services provision, patient counseling and education, applicable law and regulations, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512311|Kinesiotherapy/Kinesiotherapist.|A program that prepares individuals, under the direction of physicians, to treat the effects of disease, injury, and congenital disorders through therapeutic exercise and education.  Includes instruction in human anatomy, human physiology, kinesiology, biomechanics, therapeutic exercise and adapted physical education, human growth and development, motor learning and performance, testing and measurement, first aid and cardiopulmonary resuscitation, psychology, rehabilitation procedures, patient assessment and management, and professional standards and ethics.|31.0505 - Exercise Science and Kinesiology.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512312|Assistive/Augmentative Technology and Rehabilitation Engineering.|A program that prepares individuals to apply the principles of psychology, engineering, and occupational therapy to the design and implementation of technological interventions and systems to promote patient rehabilitation and function.  Includes instruction in ergonomics, seating and mobility design, universal and near environment systems design, rehabilitation research, rehabilitation biomechanics, access and communications design, microprocessor-based technologies, neurological trauma, standards and testing, and service delivery management.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512313|Animal-Assisted Therapy.|A program that prepares health and human service professionals to integrate the use of animals into their treatment practices in order to facilitate change in people with mental and physical disabilities. Includes instruction in psychology, psychology of disabilities, animal behavior, animal training, the human-animal bond, integration of animals into therapeutic settings, and ethical and cultural issues.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512314|Rehabilitation Science.|A program that focuses on human function, disability, and rehabilitation from the perspectives of the health sciences, social sciences, psychology, engineering, and related fields. Includes instruction in psychological, social, and cultural aspects of disability and rehabilitation; sensory and motor function and dysfunction; biomechanics and kinesiology; assistive technology; rehabilitation instrumentation and methodology; statistics; and health and rehabilitation policy.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512315|Drama Therapy/Therapist.|A program that prepares individuals, in association with a rehabilitation team or in private practice, to use dramatic play, theater, role play, psychodrama, and dramatic ritual in therapeutic relationships to address the physical, psychological, cognitive, emotional, and social needs of clients. Includes instruction in drama theory and performance, human growth and development, biomedical sciences, abnormal psychology, disabling conditions, patient assessment and diagnosis, treatment plan development and implementation, clinical evaluation, record-keeping, and professional standards and ethics.|50.0599 - Dramatic/Theatre Arts and Stagecraft, Other.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|512316|Horticulture Therapy/Therapist.|A program that focuses on plant science and horticulture techniques to achieve measurable physical and mental health outcomes for individuals with physical or mental challenges. Includes instruction in abnormal psychology, adult development and aging, botany, facilities design, horticultural therapy, plant pathology, people-plant relationships, and psychology.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|512317|Play Therapy/Therapist.|A program that prepares individuals to be a Registered Play Therapist (RPT) or a School Based-Registered Play Therapist (SB-RPT). Includes instruction in child development, theories of personality, psychotherapy, child and adolescent psychopathology, and ethics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|512399|Rehabilitation and Therapeutic Professions, Other.|Any instructional program in rehabilitation and therapeutic professions not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5124|Veterinary Medicine.|Moved from 51.24 to 01.80||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512401|Veterinary Medicine.|Moved from 51.2401 to 01.8001||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|5125|Veterinary Biomedical and Clinical Sciences.|Moved from 51.25 to 01.81||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512501|Veterinary Sciences/Veterinary Clinical Sciences, General.|Moved from 51.2501 to 01.8101||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512502|Veterinary Anatomy.|Moved from 51.2502 to 01.8105||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512503|Veterinary Physiology.|Moved from 51.2503 to 01.8109||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512504|Veterinary Microbiology and Immunobiology.|Moved from 51.2504 to 01.8107||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512505|Veterinary Pathology and Pathobiology.|Moved from 51.2505 to 01.8108||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512506|Veterinary Toxicology and Pharmacology.|Moved from 51.2506 to 01.8111||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512507|Large Animal/Food Animal and Equine Surgery and Medicine.|Moved from 51.2507 to 01.8103||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512508|Small/Companion Animal Surgery and Medicine.|Moved from 51.2508 to 01.8104||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512509|Comparative and Laboratory Animal Medicine.|Moved from 51.2509 to 01.8102||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512510|Veterinary Preventive Medicine, Epidemiology, and Public Health.|Moved from 51.2510 to 01.8110||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512511|Veterinary Infectious Diseases.|Moved from 51.2511 to 01.8106||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|512599|Veterinary Biomedical and Clinical Sciences, Other.|Moved from 51.2599 to 01.8199||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|5126|Health Aides/Attendants/Orderlies.|Instructional content for this group of programs is defined in codes 51.2601 - 51.2699.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512601|Health Aide.|A program that prepares individuals to provide routine care and assistance to patients under the direct supervision of other health care professionals, and/or to perform routine maintenance and general assistance in health care facilities and laboratories.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512602|Home Health Aide/Home Attendant.|A program that prepares individuals to provide routine care and support services for homebound disabled, recovering, or elderly people.  Includes instruction in basic nutrition, home sanitation, infection control, first aid, taking vital signs, personal hygiene, interpersonal communication skills, supervised home management, emergency recognition and referral, geriatric care, and legal and ethical responsibilities.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512603|Medication Aide.|A program that prepares individuals to administer prescribed medications; observe and report patient reactions and side effects; and perform related emergency and recording duties under the supervision of nurses and/or physicians.  Includes instruction in basic anatomy and physiology, common medications and their effects, taking vital signs, oxygen administration, medication administration and application, record-keeping, and patient observation.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512604|Rehabilitation Aide.|A program that prepares individuals to assist in rehabilitation services under the supervision of occupational therapists, speech-language pathologists, and other therapeutic professionals, and to perform routine functions in support of rehabilitation. Includes instruction in roles and responsibilities of rehabilitation providers, basic function of the human body, disabling conditions, therapeutic skills, client management, and communication skills.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512605|Physical Therapy Technician/Aide.|A program that prepares individuals to assist in rehabilitation services under the supervision of physical therapists, and to perform routine functions in support of physical therapy and rehabilitation. Includes instruction in applied kinesiology, basic function of the human body, communication skills, principles and procedures of physical therapy, physical therapy modalities, and professional ethics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|512699|Health Aides/Attendants/Orderlies, Other.|Any other instructional program that prepares individuals to provide routine patient care and assistance.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5127|Medical Illustration and Informatics.|Instructional content for this group of programs is defined in codes 51.2703 - 51.2799.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512703|Medical Illustration/Medical Illustrator.|A program that prepares individuals to apply the principles and techniques of art and computer-assisted imaging, graphics, and animation to create visual materials to facilitate the recording and dissemination of biomedical knowledge for educational, research, and clinical purposes.  Includes instruction in anatomy, physiology, pathology, histology, embryology, neuroanatomy, medical terminology, artistic media and techniques, illustration techniques, three-dimensional modeling, prosthetics, data display design, exhibit design and production, medical photography, multimedia, computer graphics and animation, digital imaging, business management, production technology, and instructional design.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512706|Medical Informatics.|A program that focuses on the application of computer science and software engineering to medical research and clinical information technology support, and the development of advanced imaging, database, and decision systems.  Includes instruction in computer science, health information systems architecture, medical knowledge structures, medical language and image processing, quantitative medical decision modeling, imaging techniques, electronic medical records, medical research systems, clinical decision support, and informatics aspects of specific research and practice problems.|26.1103 - Bioinformatics., 11.0104 - Informatics.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|512799|Medical Illustration and Informatics, Other.|Any instructional program in medical illustration and informatics not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5131|Dietetics and Clinical Nutrition Services.|Instructional content for this group of programs is defined in codes 51.3101 - 51.3199.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513101|Dietetics/Dietitian.|A program that prepares individuals to integrate and apply the principles of the food and nutrition sciences, human behavior, and the biomedical sciences to design and manage effective nutrition programs in a variety of settings.  Includes instruction in human nutrition; nutrient metabolism; the role of foods and nutrition in health promotion and disease prevention; planning and directing food service activities; diet and nutrition analysis and planning; supervision of food storage and preparation; client education; and professional standards and regulations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513102|Clinical Nutrition/Nutritionist.|A program that prepares individuals to apply the principles of dietetics and the biomedical and nutrition sciences to design and manage effective nutrition programs as part of clinical treatment and therapy programs, and to manage health care facility food services.  Includes instruction in human nutrition, nutrient metabolism, the role of foods and nutrition in health promotion and disease prevention, nutrition as a treatment regime, planning and directing hospital food service programs, diet and nutrition analysis and planning, supervision of food storage and preparation, special diets, client education, and professional standards and regulations.|19.0504 - Human Nutrition., 30.1901 - Nutrition Sciences.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513103|Dietetic Technician.|A program that prepares individuals, under the supervision of registered dietitians and nutritionists, to implement nutritional and dietetic plans and provide direct client and patient services.  Includes instruction in human nutrition, client interviewing and record keeping, dietary planning, food preparation and safety, food worker supervision, food service establishment monitoring and inspection, and applicable procedures and regulations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513104|Dietitian Assistant.|A program that prepares individuals to assist registered dietitians in planning, preparing and serving meals to individuals with specific dietary needs.  Includes instruction in equipment use, food preparation, diet regulations, food handling, safety and sanitary standards and administrative techniques and procedures.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513199|Dietetics and Clinical Nutrition Services, Other.|Any instructional program in dietetics and clinical nutrition services not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5132|Health Professions Education, Ethics, and Humanities.|Instructional content for this group of programs is defined in codes 51.3201 - 51.3299.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513201|Bioethics/Medical Ethics.|A program that focuses on the application of ethics, religion, jurisprudence, and the social sciences to the analysis of health care issues, clinical decision making, and research procedures. Includes instruction in philosophical ethics, moral value, medical sociology, theology, spirituality and health, policy analysis, decision theory, and applications to problems such as death and dying, therapeutic relationships, organ transplantation, human and animal subjects, reproduction and fertility, health care justice, cultural sensitivity, needs assessment, professionalism, conflict of interest, chaplaincy, and clinical or emergency procedures.|38.0104 - Applied and Professional Ethics.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513202|Health Professions Education.|A program that focuses on education and administration leadership skills for clinical educators across health professions and specialties. Includes instruction in academic leadership, assessment, clinical decision making, curriculum development, ethics, primary care education, program evaluation, research methods, and statistics.|61.0207 - Medical Education Fellowship Program.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|513203|Nursing Education.|A program that prepares registered nurses to teach in academic and clinical settings, including staff development. Includes instruction in advanced nursing practice, nursing role development, curriculum and instruction, program and course design, clinical instruction, and evaluation of learning.||NULL|513817|2020-04-23 11:36:01.890|NULL|N
51|513204|Medical/Health Humanities.|A program that explores the ethical, historical, literary, philosophical, and religious dimensions of medicine or health. Includes instruction in art, cultural studies, economics, ethics, history, literature, medical anthropology, philosophy, religion and spiritual thought, science and technology, visual art, and writing.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|513205|History of Medicine.|A program that focuses on the historical evolution and socio-economic context of medical theories, education, practices, and technologies; and on the history of diseases, therapeutics, patients, and healers. Includes instruction in the concepts and methods of the historiography of medicine; the history of science, medicine, and technology; and of research methods in the history of medicine.|54.0104 - History and Philosophy of Science and Technology., 30.1501 - Science, Technology and Society.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|513206|Arts in Medicine/Health.|A program that focuses on the design, implementation, and management of programs that use the visual and performing arts in support of health and wellness among diverse individuals and communities. Includes instruction in dance, literary arts, music, theatre, healthcare systems, program administration, and public health.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|513299|Health Professions Education, Ethics, and Humanities, Other.|Any instructional program in health professions education, ethics, and humanities not listed above.|54.0104 - History and Philosophy of Science and Technology., 30.1501 - Science, Technology and Society., 45.0203 - Medical Anthropology.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
51|5133|Alternative and Complementary Medicine and Medical Systems.|Instructional content for this group of programs is defined in codes 51.3300 - 51.3399.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513300|Alternative and Complementary Medicine and Medical Systems, General.|A general program that focuses on the theories, science, and practice of alternative and complementary medicine and medical systems. Includes instruction in understanding acupuncture, herbal medicine, naturopathy, homeopathy, and other alternative and complementary medicine modalities; mind-body therapies; nutrition; comparison of conventional and alternative medicine; and medical ethics; and may include training in specific alternative and complementary medicine modalities.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513301|Acupuncture and Oriental Medicine.|A program that prepares individuals for the independent professional practice of acupuncture, a Chinese system of health care and healing based on the use of pulse diagnosis, acupuncture point selection, and needle insertion, as well as herbs and other Asian treatment modalities. Includes instruction in basic Western medical sciences, Asian philosophy, Chinese medical anatomy and physiology, Chinese herbs, diagnostic techniques, patient observation and communication, acupuncture points and point selection, acupuncture techniques, acupuncture treatment of disease, pain management, practice management, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513302|Traditional Chinese Medicine and Chinese Herbology.|A program that prepares individuals for the independent professional practice of Chinese herbal medicine, a system based on the use of nutrition, natural products, and prescribed medical formulae to treat imbalances in the state of bodily health as defined in the Nei Ching Su Wen and other authorities.  Includes instruction in the basic Western medical sciences, history and theory of Chinese medicine, Chinese medical anatomy and physiology, Chinese herbology, herbal prescription preparation, herbal patent medicine, herbal pharmacology, Chinese internal medicine and gynecology, febrile diseases, food therapy, practice management, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513303|Naturopathic Medicine/Naturopathy.|A program that prepares individuals for the independent professional practice of naturopathic medicine, an holistic therapeutic approach combining medical knowledge with noninvasive natural, homeopathic, and non-Western therapies and emphasizing disease prevention, wellness, and self-healing.  Includes instruction in the basic medical sciences, epidemiology, neuroscience, biostatistics, public and community health, laboratory and clinical diagnosis, pharmacognosy, botanical medicine, homeopathy, principles of Oriental medicine and Ayurveda, manipulative therapy, naturopathic therapeutics, therapeutic nutrition, case analysis and management, philosophy of naturopathy, patient counseling, practice management, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513304|Homeopathic Medicine/Homeopathy.|A program that prepares individuals for the independent professional practice of homeopathic medicine, an holistic therapeutic system using naturally occurring substances in highly diluted forms to mimic symptoms of illness and trigger autoimmune responses, based on the law of similars and other principles derived from the work of Samuel Hahnemann and others.  Includes instruction in anatomy, physiology, pathology, toxicology, philosophy and theory of homeopathy, casetaking and case analysis, repertory, materia medica, constitutional typing, proving, practice management, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513305|Ayurvedic Medicine/Ayurveda.|A program that prepares individuals for the independent professional practice of Ayurveda, a holistic health care system based on the use of dietary, lifestyle, spiritual, pharmacological and physical therapies to remove imbalances and restore health as defined in Vedic and other classical Sanskrit authorities in the Indian tradition.  Includes instruction in Sanskrit; history, philosophy, and principles of Ayurveda; Ayurvedic pharmacology; anatomy and physiology; internal medicine; herbology; diagnostic techniques; patient examination and communication; therapeutic modalities; detoxification theory and practice; mind and body behavior modification; Yoga; clinical pediatrics and gynecology; diet therapies; treatment of specific diseases; and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513306|Holistic/Integrative Health.|A program that focuses on the holistic interconnectedness of physical, psychological, social, spiritual, and environmental well-being and that integrates aspects of alternative, complementary, and conventional medicine to alleviate illness and promote, maintain, and optimize wellness. Includes instruction in anatomy and physiology, alternative diagnostic and healing methods, aromatherapy, biofeedback, energy medicine, environmental psychology, ethics, health coaching, herbal medicine, mind-body medicine, mindfulness, nutrition, somatic bodywork, and stress management.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513399|Alternative and Complementary Medicine and Medical Systems, Other.|Any instructional program in alternative and complementary medicine and medical systems not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5134|Alternative and Complementary Medical Support Services.|Instructional content for this group of programs is defined in codes 51.3401 - 51.3499.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513401|Direct Entry Midwifery.|A program that prepares individuals to provide pre-natal, natural birth, and immediate postpartum care to pregnant women in jurisdictions licensing direct (non-nursing) training for midwives.  Includes instruction in basic obstetrics, women's health, fetal development, childbirth education, maternal nutrition and health, labor support, natural childbirth, postpartum support, prebirth counseling and risk screening, management of obstetric emergencies, patient referral, applicable regulations, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513499|Alternative and Complementary Medical Support Services, Other.|Any instructional program in alternative and complementary medical support services not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5135|Somatic Bodywork and Related Therapeutic Services.|Instructional content for this group of programs is defined in codes 51.3501 - 51.3599.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513501|Massage Therapy/Therapeutic Massage.|A program that prepares individuals to provide relief and improved health and well-being to clients through the application of manual techniques for manipulating skin, muscles, and connective tissues.  Includes instruction in Western (Swedish) massage, sports massage, myotherapy/trigger point massage, myofascial release, deep tissue massage, cranio-sacral therapy, reflexology, massage safety and emergency management, client counseling, practice management, applicable regulations, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513502|Asian Bodywork Therapy.|A program that prepares individuals to provide relief and improved health and well-being based on Chinese medical principles through one or more of the traditional bodywork therapies of Asia.  Includes instruction in acupressure, AMMA(r) Therapy, Chi Nei Tsang, Five Element Shiatsu, Integrative Eclectic Shiatsu, Japanese Shiatsu, Jin Shin Do(r) Bodymind Acupressure(tm), Macrobiotic Shiatsu, Anma Therapy, Thai massage, Tui na, Zen Shiatsu, Qigong, Okazaki(r) Restorative Massage, principles of Western and Chinese medicine, patient counseling and observation, practice management, applicable regulations, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513503|Somatic Bodywork.|A program that prepares individuals to promote physical and emotional balance and well-being through the application of skilled touch principles and techniques.  Includes instruction in therapeutic massage and other hands-on touch methods, anatomy and physiology, structural/functional integration and various holistic health systems (Rolfing/Structural Integration, colon hydrotherapy, Breema, Hellerwork, lymphatic drainage, Rosen Method, hydrotherapy, and others), client counseling, practice management, and applicable regulations and professional standards.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513599|Somatic Bodywork and Related Therapeutic Services, Other.|Any instructional program in somatic bodywork and related therapeutic services not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5136|Movement and Mind-Body Therapies and Education.|Instructional content for this group of programs is defined in codes 51.3601 - 51.3699.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513601|Movement Therapy and Movement Education.|A program that prepares individuals to use functional and expressive integration strategies to help promote somatic awareness and optimal psychophysical functioning.  Includes instruction in skilled touch techniques, kinesthetic awareness processes, movement observation, patterning, client assessment and guidance, verbal and nonverbal communication, practice management, professional standards and ethics, and specific therapeutic and educational modalities|51.2302 - Dance Therapy/Therapist.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513602|Yoga Teacher Training/Yoga Therapy.|A program that prepares individuals to function as professional instructors in the spiritual and physical therapy of Yoga in private, institutional, and clinical settings.  Includes instruction in the principles of Ayurveda, philosophy of Yoga, warm-up and progressive exercises, breathing exercises, meditation, Yamas and Niyamas, instructional techniques, posture adjustment, student/client counseling and assessment, advanced Yoga disciplines and styles, business practices, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513603|Hypnotherapy/Hypnotherapist.|A program that prepares individuals to employ the controlled inducement of altered states of consciousness, or trance, to reduce pain, resolve emotional conflicts, and enhance communications as part of diagnostic and treatment programs.  Includes instruction in the principles of hypnosis and suggestion, induction and deepening, post-hypnotic suggestion, awakening techniques, regression, pacing and leading, resistance transformation, client testing and management, practice management and regulation, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513699|Movement and Mind-Body Therapies and Education, Other.|Any instructional program in movement and mind-body therapies not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5137|Energy and Biologically Based Therapies.|Instructional content for this group of programs is defined in codes 51.3701 - 51.3799.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513701|Aromatherapy.|A program that prepares individuals to provide therapeutic care through the preparation and application of extracted essential oils from plants, including flowers (botanicals), roots, berries, and bark.  Includes instruction in aromatherapy history and theory, basic physiology of absorption, aromachemistry, organic chemistry, botanical taxonomy, carrier oils, essential oils, extraction methods, blending techniques, application methods, safety, client consultation and treatment planning, business management, professional standards and ethics, and applicable regulations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513702|Herbalism/Herbalist.|A program that prepares individuals to utilize the materia medica and clinical practices of Western, Native American, African, Australasian, and other herbal medicine traditions to prevent and cure illness and temporary physical disorders.  Includes instruction in basic anatomy, physiology, pathology, and toxicology; nutrition; terminology and materia medica; therapeutic herbalism; herbal pharmacy; botanicals and ethnobotany; wildcrafting and harvesting; labeling and dispensing phytotherapy; counterindications; practice management; consultation skills; and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513703|Polarity Therapy.|A program that prepares individuals to promote health and well-being through application of the integrative therapeutic system based on the Human Energy Field theory developed by Randolph Stone.  Includes instruction in polarity theory and principles, energy-based and orthodox anatomy and physiology, polarity processing, polarity bodywork, polarity yoga, energetic nutrition, energetic evaluation and assessment, client communication, practice management, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513704|Reiki.|A program that prepares individuals to promote physical, emotional, and spiritual balance and healing through the manipulation of the body's energy field to increase healing energy.  Includes instruction in the history and philosophy of Usui Reiki, attunement, empowerment, self-treatment, direct and distance healing techniques, healing symbols, aura clearing, Reiki meditation, practice management, and related Reiki systems such as Lightarian, Urevia, and Magnified Healing.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513799|Energy and Biologically Based Therapies, Other.|Any instructional program in alternative, complementary, and somatic health and therapeutic services not listed above (bioenergetics, cranio-sacral therapy, Therapeutic Touch, Qi Gong, and others).||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|5138|Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.|Instructional content for this group of programs is defined in codes 51.3801 - 51.3899.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513801|Registered Nursing/Registered Nurse.|A program that generally prepares individuals in the knowledge, techniques and procedures for promoting health, providing care for sick, disabled, infirmed, or other individuals or groups.  Includes instruction in the administration of medication and treatments, assisting a physician during treatments and examinations, Referring patients to physicians and other health care specialists, and planning education for health maintenance.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513802|Nursing Administration.|A program that prepares registered nurses to manage nursing personnel and services in hospitals and other health care delivery agencies.  Includes instruction in principles of health care administration, resource and financial management, health care law and policy, medical personnel management, and managed care operations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513803|Adult Health Nurse/Nursing.|A program that prepares registered nurses to provide general care for adult patients.  Includes instruction in adult primary care, adult pathophysiology, clinical management of medication and treatments, patient assessment and education, patient referral, and planning adult health maintenance programs.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513804|Nurse Anesthetist.|A program that prepares registered nurses to administer anesthetics and provide care for patients before, during and after anesthesia.  Includes instruction in the biochemistry and physics of anesthesia; advanced anatomy and physiology; clinical pharmacology of anesthetics and adjunctive drugs; pain management; acute care and operating room practice; clinical technology and procedures; emergency intervention; patient assessment and education; and legal issues.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
